FileName, KnownNumberArrangement, SecondsElapsed, NumberCount, OperationCount\n
10000-numbers-0-ordered-ascending.txt.csv, 1, 0.107361,10000,9999
10000-numbers-0-ordered-descending.txt.csv, -1, 0.302808,10000,49993475
10000-numbers-0-unordered.txt.csv, 0, 0.312750,10000,24767630
10000-numbers-1-ordered-ascending.txt.csv, 1, 0.107307,10000,9999
10000-numbers-1-ordered-descending.txt.csv, -1, 0.299852,10000,49993465
10000-numbers-1-unordered.txt.csv, 0, 0.327412,10000,24995666
10000-numbers-10-ordered-ascending.txt.csv, 1, 0.127844,10000,9999
10000-numbers-10-ordered-descending.txt.csv, -1, 0.315276,10000,49993496
10000-numbers-10-unordered.txt.csv, 0, 0.335383,10000,24648780
10000-numbers-11-ordered-ascending.txt.csv, 1, 0.117573,10000,9999
10000-numbers-11-ordered-descending.txt.csv, -1, 0.316360,10000,49993490
10000-numbers-11-unordered.txt.csv, 0, 0.316609,10000,25103273
10000-numbers-12-ordered-ascending.txt.csv, 1, 0.134374,10000,9998
10000-numbers-12-ordered-descending.txt.csv, -1, 0.299279,10000,49993477
10000-numbers-12-unordered.txt.csv, 0, 0.345189,10000,25216828
10000-numbers-13-ordered-ascending.txt.csv, 1, 0.118079,10000,9999
10000-numbers-13-ordered-descending.txt.csv, -1, 0.332652,10000,49993537
10000-numbers-13-unordered.txt.csv, 0, 0.335432,10000,24890629
10000-numbers-14-ordered-ascending.txt.csv, 1, 0.124366,10000,9997
10000-numbers-14-ordered-descending.txt.csv, -1, 0.294210,10000,49993494
10000-numbers-14-unordered.txt.csv, 0, 0.386668,10000,24522318
10000-numbers-15-ordered-ascending.txt.csv, 1, 0.141665,10000,9999
10000-numbers-15-ordered-descending.txt.csv, -1, 0.376209,10000,49993446
10000-numbers-15-unordered.txt.csv, 0, 0.379641,10000,24725087
10000-numbers-16-ordered-ascending.txt.csv, 1, 0.127114,10000,9999
10000-numbers-16-ordered-descending.txt.csv, -1, 0.387170,10000,49993511
10000-numbers-16-unordered.txt.csv, 0, 0.428884,10000,25194185
10000-numbers-17-ordered-ascending.txt.csv, 1, 0.142508,10000,9999
10000-numbers-17-ordered-descending.txt.csv, -1, 0.319580,10000,49993474
10000-numbers-17-unordered.txt.csv, 0, 0.333537,10000,24745724
10000-numbers-18-ordered-ascending.txt.csv, 1, 0.107954,10000,9999
10000-numbers-18-ordered-descending.txt.csv, -1, 0.312889,10000,49993430
10000-numbers-18-unordered.txt.csv, 0, 0.316362,10000,24709527
10000-numbers-19-ordered-ascending.txt.csv, 1, 0.134403,10000,9999
10000-numbers-19-ordered-descending.txt.csv, -1, 0.299013,10000,49993492
10000-numbers-19-unordered.txt.csv, 0, 0.352286,10000,24754325
10000-numbers-2-ordered-ascending.txt.csv, 1, 0.118134,10000,9999
10000-numbers-2-ordered-descending.txt.csv, -1, 0.325880,10000,49993434
10000-numbers-2-unordered.txt.csv, 0, 0.327079,10000,24931439
10000-numbers-20-ordered-ascending.txt.csv, 1, 0.115084,10000,9999
10000-numbers-20-ordered-descending.txt.csv, -1, 0.313693,10000,49993418
10000-numbers-20-unordered.txt.csv, 0, 0.349917,10000,24954859
10000-numbers-21-ordered-ascending.txt.csv, 1, 0.118257,10000,9999
10000-numbers-21-ordered-descending.txt.csv, -1, 0.322060,10000,49993485
10000-numbers-21-unordered.txt.csv, 0, 0.335174,10000,24822171
10000-numbers-22-ordered-ascending.txt.csv, 1, 0.124388,10000,9999
10000-numbers-22-ordered-descending.txt.csv, -1, 0.379821,10000,49993429
10000-numbers-22-unordered.txt.csv, 0, 0.396583,10000,25194193
10000-numbers-23-ordered-ascending.txt.csv, 1, 0.127781,10000,9998
10000-numbers-23-ordered-descending.txt.csv, -1, 0.379602,10000,49993431
10000-numbers-23-unordered.txt.csv, 0, 0.373794,10000,25161851
10000-numbers-24-ordered-ascending.txt.csv, 1, 0.122930,10000,9998
10000-numbers-24-ordered-descending.txt.csv, -1, 0.304083,10000,49993459
10000-numbers-24-unordered.txt.csv, 0, 0.362774,10000,25195166
10000-numbers-25-ordered-ascending.txt.csv, 1, 0.129270,10000,9998
10000-numbers-25-ordered-descending.txt.csv, -1, 0.351242,10000,49993432
10000-numbers-25-unordered.txt.csv, 0, 0.421337,10000,25224526
10000-numbers-26-ordered-ascending.txt.csv, 1, 0.163391,10000,9998
10000-numbers-26-ordered-descending.txt.csv, -1, 0.350898,10000,49993503
10000-numbers-26-unordered.txt.csv, 0, 0.436665,10000,24759647
10000-numbers-27-ordered-ascending.txt.csv, 1, 0.171871,10000,9999
10000-numbers-27-ordered-descending.txt.csv, -1, 0.411343,10000,49993480
10000-numbers-27-unordered.txt.csv, 0, 0.424106,10000,24993427
10000-numbers-28-ordered-ascending.txt.csv, 1, 0.130606,10000,9998
10000-numbers-28-ordered-descending.txt.csv, -1, 0.322196,10000,49993439
10000-numbers-28-unordered.txt.csv, 0, 0.388876,10000,25078976
10000-numbers-29-ordered-ascending.txt.csv, 1, 0.167157,10000,9999
10000-numbers-29-ordered-descending.txt.csv, -1, 0.498561,10000,49993483
10000-numbers-29-unordered.txt.csv, 0, 0.402284,10000,25063938
10000-numbers-3-ordered-ascending.txt.csv, 1, 0.124524,10000,9999
10000-numbers-3-ordered-descending.txt.csv, -1, 0.357709,10000,49993449
10000-numbers-3-unordered.txt.csv, 0, 0.328707,10000,25034760
10000-numbers-4-ordered-ascending.txt.csv, 1, 0.120413,10000,9998
10000-numbers-4-ordered-descending.txt.csv, -1, 0.298783,10000,49993514
10000-numbers-4-unordered.txt.csv, 0, 0.381636,10000,24701920
10000-numbers-5-ordered-ascending.txt.csv, 1, 0.117735,10000,9999
10000-numbers-5-ordered-descending.txt.csv, -1, 0.330484,10000,49993545
10000-numbers-5-unordered.txt.csv, 0, 0.351902,10000,25158077
10000-numbers-6-ordered-ascending.txt.csv, 1, 0.111430,10000,9999
10000-numbers-6-ordered-descending.txt.csv, -1, 0.333117,10000,49993492
10000-numbers-6-unordered.txt.csv, 0, 0.386997,10000,25011035
10000-numbers-7-ordered-ascending.txt.csv, 1, 0.124979,10000,9998
10000-numbers-7-ordered-descending.txt.csv, -1, 0.455308,10000,49993418
10000-numbers-7-unordered.txt.csv, 0, 0.362805,10000,25113117
10000-numbers-8-ordered-ascending.txt.csv, 1, 0.112616,10000,9998
10000-numbers-8-ordered-descending.txt.csv, -1, 0.397789,10000,49993491
10000-numbers-8-unordered.txt.csv, 0, 0.349099,10000,24829054
10000-numbers-9-ordered-ascending.txt.csv, 1, 0.111566,10000,9999
10000-numbers-9-ordered-descending.txt.csv, -1, 0.342550,10000,49993536
10000-numbers-9-unordered.txt.csv, 0, 0.334259,10000,25198437
100000-numbers-0-ordered-ascending.txt.csv, 1, 11.075721,100000,99996
100000-numbers-0-ordered-descending.txt.csv, -1, 29.099537,100000,704829749
100000-numbers-0-unordered.txt.csv, 0, 33.701904,100000,-1788210091
100000-numbers-1-ordered-ascending.txt.csv, 1, 10.536041,100000,99998
100000-numbers-1-ordered-descending.txt.csv, -1, 28.635662,100000,704830067
100000-numbers-1-unordered.txt.csv, 0, 33.603878,100000,-1801747756
100000-numbers-10-ordered-ascending.txt.csv, 1, 10.646188,100000,99996
100000-numbers-10-ordered-descending.txt.csv, -1, 29.334799,100000,704829972
100000-numbers-10-unordered.txt.csv, 0, 33.687843,100000,-1802507326
