FileName; KnownNumberArrangement; SecondsElapsed; NumberCount; OperationCount
data-set/20000-numbers-27-ordered-descending.txt.csv; descending;1.271623;20000;199984034
data-set/20000-numbers-27-unordered.txt.csv; unordered;1.482664;20000;99382477
data-set/20000-numbers-28-ordered-ascending.txt.csv; ascending;0.504297;20000;19997
data-set/20000-numbers-28-ordered-descending.txt.csv; descending;1.287902;20000;199983859
data-set/20000-numbers-28-unordered.txt.csv; unordered;1.401530;20000;100170230
data-set/20000-numbers-29-ordered-ascending.txt.csv; ascending;0.470512;20000;19999
data-set/20000-numbers-29-ordered-descending.txt.csv; descending;1.412623;20000;199983852
data-set/20000-numbers-29-unordered.txt.csv; unordered;1.455815;20000;99242682
data-set/20000-numbers-3-ordered-ascending.txt.csv; ascending;0.468333;20000;19999
data-set/20000-numbers-3-ordered-descending.txt.csv; descending;1.275613;20000;199983997
data-set/20000-numbers-3-unordered.txt.csv; unordered;1.567682;20000;100585938
data-set/20000-numbers-4-ordered-ascending.txt.csv; ascending;0.477630;20000;19999
data-set/20000-numbers-4-ordered-descending.txt.csv; descending;1.310640;20000;199983968
data-set/20000-numbers-4-unordered.txt.csv; unordered;1.437746;20000;100272992
data-set/20000-numbers-5-ordered-ascending.txt.csv; ascending;0.488172;20000;19999
data-set/20000-numbers-5-ordered-descending.txt.csv; descending;1.360285;20000;199983726
data-set/20000-numbers-5-unordered.txt.csv; unordered;1.479947;20000;99573447
data-set/20000-numbers-6-ordered-ascending.txt.csv; ascending;0.471560;20000;19998
data-set/20000-numbers-6-ordered-descending.txt.csv; descending;1.298294;20000;199983984
data-set/20000-numbers-6-unordered.txt.csv; unordered;1.481310;20000;99826218
data-set/20000-numbers-7-ordered-ascending.txt.csv; ascending;0.519098;20000;19998
data-set/20000-numbers-7-ordered-descending.txt.csv; descending;1.308359;20000;199983964
data-set/20000-numbers-7-unordered.txt.csv; unordered;1.448936;20000;99246955
data-set/20000-numbers-8-ordered-ascending.txt.csv; ascending;0.453902;20000;19998
data-set/20000-numbers-8-ordered-descending.txt.csv; descending;1.349648;20000;199983905
data-set/20000-numbers-8-unordered.txt.csv; unordered;1.496063;20000;100480643
data-set/20000-numbers-9-ordered-ascending.txt.csv; ascending;0.470177;20000;19998
data-set/20000-numbers-9-ordered-descending.txt.csv; descending;1.284279;20000;199983890
data-set/20000-numbers-9-unordered.txt.csv; unordered;1.486115;20000;99743262
data-set/30000-numbers-0-ordered-ascending.txt.csv; ascending;1.080153;30000;29999
data-set/30000-numbers-0-ordered-descending.txt.csv; descending;2.773007;30000;449971317
data-set/30000-numbers-0-unordered.txt.csv; unordered;3.223179;30000;225046327
data-set/30000-numbers-1-ordered-ascending.txt.csv; ascending;1.020112;30000;29999
data-set/30000-numbers-1-ordered-descending.txt.csv; descending;2.854846;30000;449971242
data-set/30000-numbers-1-unordered.txt.csv; unordered;3.137623;30000;225099086
data-set/30000-numbers-10-ordered-ascending.txt.csv; ascending;1.038538;30000;29999
data-set/30000-numbers-10-ordered-descending.txt.csv; descending;2.836329;30000;449971188
data-set/30000-numbers-10-unordered.txt.csv; unordered;3.237373;30000;225537133
data-set/30000-numbers-11-ordered-ascending.txt.csv; ascending;1.009049;30000;29996
data-set/30000-numbers-11-ordered-descending.txt.csv; descending;2.803185;30000;449971506
data-set/30000-numbers-11-unordered.txt.csv; unordered;3.196276;30000;225421247
data-set/30000-numbers-12-ordered-ascending.txt.csv; ascending;1.059097;30000;29998
data-set/30000-numbers-12-ordered-descending.txt.csv; descending;2.840889;30000;449971147
data-set/30000-numbers-12-unordered.txt.csv; unordered;3.261978;30000;224550518
data-set/30000-numbers-13-ordered-ascending.txt.csv; ascending;1.027668;30000;29999
data-set/30000-numbers-13-ordered-descending.txt.csv; descending;2.798297;30000;449971425
data-set/30000-numbers-13-unordered.txt.csv; unordered;3.197999;30000;224974910
data-set/30000-numbers-14-ordered-ascending.txt.csv; ascending;1.023273;30000;29998
data-set/30000-numbers-14-ordered-descending.txt.csv; descending;3.095250;30000;449971301
data-set/30000-numbers-14-unordered.txt.csv; unordered;3.826445;30000;224507715
data-set/30000-numbers-15-ordered-ascending.txt.csv; ascending;1.136541;30000;29998
data-set/30000-numbers-15-ordered-descending.txt.csv; descending;2.873547;30000;449971372
data-set/30000-numbers-15-unordered.txt.csv; unordered;3.956316;30000;224279039
data-set/30000-numbers-16-ordered-ascending.txt.csv; ascending;1.376422;30000;29999
data-set/30000-numbers-16-ordered-descending.txt.csv; descending;3.341871;30000;449971472
data-set/30000-numbers-16-unordered.txt.csv; unordered;3.815417;30000;225994734
data-set/30000-numbers-17-ordered-ascending.txt.csv; ascending;1.205317;30000;29997
data-set/30000-numbers-17-ordered-descending.txt.csv; descending;3.115498;30000;449971234
data-set/30000-numbers-17-unordered.txt.csv; unordered;4.350716;30000;225284714
data-set/30000-numbers-18-ordered-ascending.txt.csv; ascending;1.121908;30000;29999
data-set/30000-numbers-18-ordered-descending.txt.csv; descending;3.007672;30000;449971295
data-set/30000-numbers-18-unordered.txt.csv; unordered;3.512768;30000;225560302
data-set/30000-numbers-19-ordered-ascending.txt.csv; ascending;1.447279;30000;29997
data-set/30000-numbers-19-ordered-descending.txt.csv; descending;3.713452;30000;449971144
data-set/30000-numbers-19-unordered.txt.csv; unordered;3.296305;30000;226988550
data-set/30000-numbers-2-ordered-ascending.txt.csv; ascending;1.099231;30000;29999
data-set/30000-numbers-2-ordered-descending.txt.csv; descending;2.892255;30000;449971169
data-set/30000-numbers-2-unordered.txt.csv; unordered;3.200536;30000;224227318
data-set/30000-numbers-20-ordered-ascending.txt.csv; ascending;1.019603;30000;29999
data-set/30000-numbers-20-ordered-descending.txt.csv; descending;2.794036;30000;449971260
data-set/30000-numbers-20-unordered.txt.csv; unordered;3.214969;30000;225233043
data-set/30000-numbers-21-ordered-ascending.txt.csv; ascending;1.061357;30000;29999
data-set/30000-numbers-21-ordered-descending.txt.csv; descending;2.858546;30000;449971456
data-set/30000-numbers-21-unordered.txt.csv; unordered;3.324963;30000;225335392
data-set/30000-numbers-22-ordered-ascending.txt.csv; ascending;1.077787;30000;29998
data-set/30000-numbers-22-ordered-descending.txt.csv; descending;2.844784;30000;449971175
data-set/30000-numbers-22-unordered.txt.csv; unordered;3.188628;30000;225113889
data-set/30000-numbers-23-ordered-ascending.txt.csv; ascending;1.029125;30000;29996
data-set/30000-numbers-23-ordered-descending.txt.csv; descending;2.906512;30000;449971431
data-set/30000-numbers-23-unordered.txt.csv; unordered;3.151813;30000;224829637
data-set/30000-numbers-24-ordered-ascending.txt.csv; ascending;1.058791;30000;29998
data-set/30000-numbers-24-ordered-descending.txt.csv; descending;2.903047;30000;449971169
data-set/30000-numbers-24-unordered.txt.csv; unordered;3.252541;30000;224056076
data-set/30000-numbers-25-ordered-ascending.txt.csv; ascending;1.035137;30000;29998
data-set/30000-numbers-25-ordered-descending.txt.csv; descending;2.834241;30000;449971392
data-set/30000-numbers-25-unordered.txt.csv; unordered;3.203509;30000;224625628
data-set/30000-numbers-26-ordered-ascending.txt.csv; ascending;1.096835;30000;29998
data-set/30000-numbers-26-ordered-descending.txt.csv; descending;2.771631;30000;449971002
data-set/30000-numbers-26-unordered.txt.csv; unordered;3.216846;30000;226475686
data-set/30000-numbers-27-ordered-ascending.txt.csv; ascending;1.006794;30000;29998
data-set/30000-numbers-27-ordered-descending.txt.csv; descending;2.782946;30000;449971195
data-set/30000-numbers-27-unordered.txt.csv; unordered;3.191714;30000;224147383
data-set/30000-numbers-28-ordered-ascending.txt.csv; ascending;1.005662;30000;29999
data-set/30000-numbers-28-ordered-descending.txt.csv; descending;2.884856;30000;449971270
data-set/30000-numbers-28-unordered.txt.csv; unordered;3.153066;30000;224163405
data-set/30000-numbers-29-ordered-ascending.txt.csv; ascending;1.028347;30000;29999
data-set/30000-numbers-29-ordered-descending.txt.csv; descending;2.771165;30000;449971198
data-set/30000-numbers-29-unordered.txt.csv; unordered;3.194056;30000;226134672
