FileName, KnownNumberArrangement, SecondsElapsed, NumberCount, OperationCount

data-set/10000-numbers-0-ordered-ascending.txt.csv, ascending, 0.409916,19999,19997
data-set/10000-numbers-0-ordered-descending.txt.csv, descending, 1.194424,19999,199963930
data-set/10000-numbers-0-unordered.txt.csv, unordered, 1.330959,19999,100169463
data-set/10000-numbers-1-ordered-ascending.txt.csv, ascending, 0.443937,19999,19998
data-set/10000-numbers-1-ordered-descending.txt.csv, descending, 1.238136,19999,199963941
data-set/10000-numbers-1-unordered.txt.csv, unordered, 1.315640,19999,99540563
data-set/10000-numbers-10-ordered-ascending.txt.csv, ascending, 0.135241,10000,9998
data-set/10000-numbers-10-ordered-descending.txt.csv, descending, 0.301652,10000,49993506
