FileName, KnownNumberArrangement, SecondsElapsed, NumberCount, OperationCount\n
../dataset/100000-numbers-27-ordered-ascending.txt.csv, ascending, 0.000622,100000,99996
../dataset/100000-numbers-27-ordered-descending.txt.csv, descending, 13.605338,100000,704830364
../dataset/100000-numbers-27-unordered.txt.csv, unordered, 6.931837,100000,-1798616363
../dataset/100000-numbers-28-ordered-ascending.txt.csv, ascending, 0.000608,100000,99996
../dataset/100000-numbers-28-ordered-descending.txt.csv, descending, 13.668995,100000,704830342
../dataset/100000-numbers-28-unordered.txt.csv, unordered, 7.047282,100000,-1790607968
../dataset/100000-numbers-29-ordered-ascending.txt.csv, ascending, 0.001089,100000,99994
../dataset/100000-numbers-29-ordered-descending.txt.csv, descending, 14.487154,100000,704829477
../dataset/100000-numbers-29-unordered.txt.csv, unordered, 6.911639,100000,-1797897384
../dataset/100000-numbers-3-ordered-ascending.txt.csv, ascending, 0.000592,100000,99998
../dataset/100000-numbers-3-ordered-descending.txt.csv, descending, 14.366929,100000,704830112
../dataset/100000-numbers-3-unordered.txt.csv, unordered, 7.279092,100000,-1792647016
../dataset/100000-numbers-4-ordered-ascending.txt.csv, ascending, 0.000593,100000,99994
../dataset/100000-numbers-4-ordered-descending.txt.csv, descending, 13.739186,100000,704830389
../dataset/100000-numbers-4-unordered.txt.csv, unordered, 6.708910,100000,-1797716371
../dataset/100000-numbers-5-ordered-ascending.txt.csv, ascending, 0.000637,100000,99997
../dataset/100000-numbers-5-ordered-descending.txt.csv, descending, 13.481014,100000,704830030
../dataset/100000-numbers-5-unordered.txt.csv, unordered, 6.695895,100000,-1798263722
../dataset/100000-numbers-6-ordered-ascending.txt.csv, ascending, 0.000614,100000,99995
../dataset/100000-numbers-6-ordered-descending.txt.csv, descending, 13.403974,100000,704830000
../dataset/100000-numbers-6-unordered.txt.csv, unordered, 6.676477,100000,-1802662350
../dataset/100000-numbers-7-ordered-ascending.txt.csv, ascending, 0.000786,100000,99995
../dataset/100000-numbers-7-ordered-descending.txt.csv, descending, 13.424467,100000,704830134
../dataset/100000-numbers-7-unordered.txt.csv, unordered, 6.997160,100000,-1787331711
../dataset/100000-numbers-8-ordered-ascending.txt.csv, ascending, 0.000637,100000,99998
../dataset/100000-numbers-8-ordered-descending.txt.csv, descending, 13.989490,100000,704830861
../dataset/100000-numbers-8-unordered.txt.csv, unordered, 6.847994,100000,-1800047367
../dataset/100000-numbers-9-ordered-ascending.txt.csv, ascending, 0.000604,100000,99995
../dataset/100000-numbers-9-ordered-descending.txt.csv, descending, 13.668672,100000,704829587
../dataset/100000-numbers-9-unordered.txt.csv, unordered, 6.832024,100000,-1803761628
../dataset/20000-numbers-0-ordered-ascending.txt.csv, ascending, 0.000135,20000,19999
../dataset/20000-numbers-0-ordered-descending.txt.csv, descending, 0.566157,20000,199983921
../dataset/20000-numbers-0-unordered.txt.csv, unordered, 0.275445,20000,100564332
../dataset/20000-numbers-1-ordered-ascending.txt.csv, ascending, 0.000125,20000,19999
../dataset/20000-numbers-1-ordered-descending.txt.csv, descending, 0.557751,20000,199983801
../dataset/20000-numbers-1-unordered.txt.csv, unordered, 0.297034,20000,100509262
../dataset/20000-numbers-10-ordered-ascending.txt.csv, ascending, 0.000147,20000,19999
../dataset/20000-numbers-10-ordered-descending.txt.csv, descending, 0.580352,20000,199983878
../dataset/20000-numbers-10-unordered.txt.csv, unordered, 0.306648,20000,100332918
../dataset/20000-numbers-11-ordered-ascending.txt.csv, ascending, 0.000163,20000,19998
../dataset/20000-numbers-11-ordered-descending.txt.csv, descending, 0.599269,20000,199983857
../dataset/20000-numbers-11-unordered.txt.csv, unordered, 0.292301,20000,99319280
../dataset/20000-numbers-12-ordered-ascending.txt.csv, ascending, 0.000126,20000,19999
../dataset/20000-numbers-12-ordered-descending.txt.csv, descending, 0.593352,20000,199983769
../dataset/20000-numbers-12-unordered.txt.csv, unordered, 0.290329,20000,100386096
../dataset/20000-numbers-13-ordered-ascending.txt.csv, ascending, 0.000149,20000,19999
../dataset/20000-numbers-13-ordered-descending.txt.csv, descending, 0.577769,20000,199983925
../dataset/20000-numbers-13-unordered.txt.csv, unordered, 0.287986,20000,100248574
../dataset/20000-numbers-14-ordered-ascending.txt.csv, ascending, 0.000122,20000,19996
